cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_005_005,220.0,220.0,1192.0,8.0,False,5,5
cell_005_006,260.0,220.0,1200.0,0.0,False,5,6
cell_005_007,300.0,220.0,1200.0,0.0,False,5,7
cell_005_008,340.0,220.0,1157.0,43.0,False,5,8
cell_005_009,380.0,220.0,1156.0,44.0,False,5,9
cell_005_010,420.0,220.0,1180.0,20.0,False,5,10
cell_005_011,460.0,220.0,1178.0,22.0,False,5,11
cell_006_000,20.0,260.0,1087.0,113.0,False,6,0
cell_006_001,60.0,260.0,1159.0,41.0,False,6,1
cell_006_002,100.0,260.0,1172.0,28.0,False,6,2
cell_006_003,140.0,260.0,1172.0,28.0,False,6,3
cell_006_004,180.0,260.0,1173.0,27.0,False,6,4
cell_006_005,220.0,260.0,1120.0,80.0,False,6,5
cell_006_006,260.0,260.0,1200.0,0.0,False,6,6
cell_006_007,300.0,260.0,1166.0,34.0,False,6,7
cell_006_008,340.0,260.0,1165.0,35.0,False,6,8
cell_006_009,380.0,260.0,1188.0,12.0,False,6,9
cell_006_010,420.0,260.0,1200.0,0.0,False,6,10
cell_006_011,460.0,260.0,1200.0,0.0,False,6,11
cell_007_000,20.0,300.0,1169.0,31.0,False,7,0
cell_007_001,60.0,300.0,1170.0,30.0,False,7,1
cell_007_002,100.0,300.0,1186.0,14.0,False,7,2
cell_007_003,140.0,300.0,1194.0,6.0,False,7,3
cell_007_004,180.0,300.0,1195.0,5.0,False,7,4
cell_007_005,220.0,300.0,1159.0,41.0,False,7,5
cell_007_006,260.0,300.0,1111.0,89.0,False,7,6
cell_007_007,300.0,300.0,1174.0,26.0,False,7,7
cell_007_008,340.0,300.0,1198.0,2.0,False,7,8
cell_007_009,380.0,300.0,1200.0,0.0,False,7,9
cell_007_010,420.0,300.0,1200.0,0.0,False,7,10
cell_007_011,460.0,300.0,1197.0,3.0,False,7,11
cell_008_000,20.0,340.0,1170.0,30.0,False,8,0
cell_008_001,60.0,340.0,1178.0,22.0,False,8,1
cell_008_002,100.0,340.0,1185.0,15.0,False,8,2
cell_008_003,140.0,340.0,1195.0,5.0,False,8,3
cell_008_004,180.0,340.0,1200.0,0.0,False,8,4
cell_008_005,220.0,340.0,1158.0,42.0,False,8,5
cell_008_006,260.0,340.0,1151.0,49.0,False,8,6
cell_008_007,300.0,340.0,1144.0,56.0,False,8,7
cell_008_008,340.0,340.0,1200.0,0.0,False,8,8
cell_008_009,380.0,340.0,1198.0,2.0,False,8,9
cell_008_010,420.0,340.0,1194.0,6.0,False,8,10
cell_008_011,460.0,340.0,1190.0,10.0,False,8,11
cell_009_000,20.0,380.0,1138.0,62.0,False,9,0
cell_009_001,60.0,380.0,1188.0,12.0,False,9,1
cell_009_002,100.0,380.0,1191.0,9.0,False,9,2
cell_009_003,140.0,380.0,1192.0,8.0,False,9,3
cell_009_004,180.0,380.0,1135.0,65.0,False,9,4
cell_009_005,220.0,380.0,1142.0,58.0,False,9,5
cell_009_006,260.0,380.0,1149.0,51.0,False,9,6
cell_009_007,300.0,380.0,1155.0,45.0,False,9,7
cell_009_008,340.0,380.0,1160.0,40.0,False,9,8
cell_009_009,380.0,380.0,1164.0,36.0,False,9,9
cell_009_010,420.0,380.0,1197.0,3.0,False,9,10
cell_009_011,460.0,380.0,1200.0,0.0,False,9,11
cell_010_000,20.0,420.0,1197.0,3.0,False,10,0
cell_010_001,60.0,420.0,1196.0,4.0,False,10,1
cell_010_002,100.0,420.0,1196.0,4.0,False,10,2
cell_010_003,140.0,420.0,1200.0,0.0,False,10,3
cell_010_004,180.0,420.0,1191.0,9.0,False,10,4
cell_010_005,220.0,420.0,1186.0,14.0,False,10,5
cell_010_006,260.0,420.0,1180.0,20.0,False,10,6
cell_010_007,300.0,420.0,1173.0,27.0,False,10,7
cell_010_008,340.0,420.0,1165.0,35.0,False,10,8
cell_010_009,380.0,420.0,1169.0,31.0,False,10,9
cell_010_010,420.0,420.0,1177.0,23.0,False,10,10
cell_010_011,460.0,420.0,1177.0,23.0,False,10,11
cell_011_000,20.0,460.0,1200.0,0.0,False,11,0
cell_011_001,60.0,460.0,1197.0,3.0,False,11,1
cell_011_002,100.0,460.0,1200.0,0.0,False,11,2
cell_011_003,140.0,460.0,1200.0,0.0,False,11,3
cell_011_004,180.0,460.0,1194.0,6.0,False,11,4
cell_011_005,220.0,460.0,1186.0,14.0,False,11,5
cell_011_006,260.0,460.0,1118.0,82.0,False,11,6
cell_011_007,300.0,460.0,1165.0,35.0,False,11,7
cell_011_008,340.0,460.0,1164.0,36.0,False,11,8
cell_011_009,380.0,460.0,1156.0,44.0,False,11,9
cell_011_010,420.0,460.0,1092.0,108.0,False,11,10
cell_011_011,460.0,460.0,1051.0,149.0,False,11,11
