time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
3000.0,01,on_mission,-152.17560722095038,53.362485740552344,0.24910754888652425,01_route,2,cell_003_010,6,25.0
3000.0,02,on_mission,-381.8615398587496,57.49005540098167,0.22484746966557256,02_route,1,cell_004_010,4,20.0
3000.0,03,on_mission,-482.4412502349981,6.3162081388617555,0.21609431890647482,03_route,1,cell_010_008,3,25.0
3000.0,04,on_mission,-441.31068074980266,4.387278597550723,0.2333890317715464,04_route,1,cell_001_004,2,33.33333333333333
3000.0,05,on_mission,384.1684658468546,147.66188952768235,0.2938221750087107,05_route,3,cell_002_010,4,42.857142857142854
3000.0,06,on_mission,197.23160084678761,267.589466384404,0.32223170108079763,06_route,0,cell_005_008,6,0.0
3000.0,07,on_mission,122.42998340919281,208.91958681825892,0.2977918501573747,07_route,0,cell_005_003,7,0.0
3000.0,08,on_mission,343.55958601489675,220.82632378665832,0.29861264928176273,08_route,1,cell_003_011,2,33.33333333333333
3000.0,09,on_mission,202.0,420.0,0.3708364644655541,09_route,3,cell_010_002,2,60.0
3000.0,10,on_mission,362.11933394381674,60.75920630237958,0.37817676861772187,10_route,4,cell_001_004,1,80.0
3000.0,11,on_mission,264.489818742043,345.918363542993,0.4151745430861959,11_route,5,cell_009_001,4,55.55555555555556
3000.0,12,on_mission,97.14981362723923,288.3119823729913,0.42650070452287897,12_route,0,cell_000_000,9,0.0
3000.0,13,on_mission,110.4189177054935,374.04633273971797,0.6037912228165963,13_route,0,cell_005_009,4,0.0
3000.0,14,on_mission,460.0,72.0,0.6162439520061314,14_route,2,cell_001_011,2,50.0
3000.0,15,on_mission,270.1764865403818,435.6068422580344,0.6395738407624345,15_route,0,cell_009_009,3,0.0
3000.0,16,on_mission,130.30865786510134,309.6913421348992,0.6932514738775105,16_route,0,cell_000_010,7,0.0
3000.0,17,on_mission,176.4776011357021,237.61199432148868,0.8283759244083773,17_route,2,cell_000_005,1,66.66666666666666
3000.0,18,on_mission,271.93708807849896,167.7606779233151,0.8841257526909592,18_route,0,cell_010_009,3,0.0
3000.0,19,on_mission,234.30712064641057,282.24718283646104,0.8842431383151176,19_route,2,cell_009_004,2,50.0
3000.0,20,on_mission,435.85046584300215,91.70093168600454,0.9097798163120389,20_route,1,cell_001_010,2,33.33333333333333
3000.0,21,spare,-500.0,0.0,1.0,None,0,None,0,0
